time,week,start,highest,lowest,end,rose,amp,vol,
2011-07-15,五,24050,24499,23940,24160,0.35%,2.32%,2,387
2011-07-18,一,24100,24215,23625,23770,-1.61%,2.44%,2,298
2011-07-19,二,23850,24290,23820,24105,1.41%,1.98%,1,970
2011-07-20,三,24050,24185,23780,24000,-0.44%,1.68%,1,605
2011-07-21,四,24050,24130,23710,23900,-0.42%,1.75%,1,965
2011-07-22,五,23900,24201,23850,23970,0.29%,1.47%,749
2011-07-25,一,23950,23976,23689,23846,-0.52%,1.20%,1,168
2011-07-26,二,23850,24321,23850,24150,1.27%,1.98%,2,228
2011-07-27,三,24100,24500,24045,24400,1.04%,1.88%,2,567
2011-07-28,四,24300,24700,24230,24650,1.02%,1.93%,2,641
2011-07-29,五,24600,24725,24380,24450,-0.81%,1.40%,1,776
2011-08-02,二,24650,24850,24451,24700,1.02%,1.63%,2,112
2011-08-03,三,24650,24685,23831,23920,-3.16%,3.46%,4,230
2011-08-04,四,23950,24050,23425,23608,-1.30%,2.61%,3,328
2011-08-05,五,23420,23420,22350,22350,-5.33%,4.53%,5,535
2011-08-08,一,22525,22600,21200,21401,-4.25%,6.26%,6,007
2011-08-09,二,21255,21975,20200,21250,-0.71%,8.29%,4,485
2011-08-10,三,21500,22075,20936,21120,-0.61%,5.36%,0
2011-08-11,四,20968,21799,20700,21581,2.18%,5.20%,3,130
2011-08-12,五,21700,21940,21320,21490,-0.42%,2.87%,2,346
2011-08-15,一,21600,21850,21276,21460,-0.14%,2.67%,2,368
2011-08-16,二,21500,21725,21235,21639,0.83%,2.28%,2,390
2011-08-17,三,21600,21989,21500,21890,1.16%,2.26%,1,881
2011-08-18,四,21900,21925,21235,21354,-2.45%,3.15%,2,064
2011-08-19,五,21250,21589,21122,21199,-0.73%,2.19%,2,172
2011-08-22,一,21200,21366,20760,20777,-1.99%,2.86%,2,383
2011-08-23,二,20900,21177,20899,20900,0.59%,1.34%,1,557
2011-08-24,三,20875,21061,20500,20850,-0.24%,2.68%,3,013
2011-08-25,四,20850,21295,20825,21020,0.82%,2.25%,1,873
2011-08-26,五,20990,21700,20900,21474,2.16%,3.81%,2,584
2011-08-30,二,21701,22049,21650,21910,2.03%,1.86%,2,786
2011-08-31,三,21805,22450,21755,22290,1.73%,3.17%,2,351
2011-09-01,四,22208,22280,21672,21775,-2.31%,2.73%,2,046
2011-09-02,五,21700,21807,21225,21475,-1.38%,2.67%,2,060
2011-09-19,一,21600,21600,20898,21006,-2.18%,3.27%,2,251
2011-09-20,二,21100,21445,20905,21066,0.29%,2.57%,2,327
2011-09-22,四,20350,20450,17000,17000,-19.30%,16.38%,7,769
2011-09-26,一,18400,18625,17150,18214,7.14%,8.68%,5,697
2011-09-27,二,18500,19170,18350,19047,4.57%,4.50%,2,935
2011-09-29,四,18105,18825,17880,18650,-2.08%,4.96%,2,364
2011-10-03,一,18024,19095,17311,18750,0.54%,9.57%,4,068
2011-10-04,二,18550,19432,18101,18606,-0.77%,7.10%,3,134
2011-10-05,三,18800,19100,18300,18633,0.15%,4.30%,1,775
2011-10-06,四,18780,19050,18500,19050,2.24%,2.95%,1,591
2011-10-07,五,19003,19255,18607,18944,-0.56%,3.40%,1,973
2011-10-10,一,19100,19550,18651,19550,3.20%,4.75%,1,777
2011-10-11,二,19300,19401,18656,18824,-3.71%,3.81%,2,145
2011-10-12,三,18701,19312,18650,19043,1.16%,3.52%,1,940
2011-10-13,四,18950,19071,18300,18411,-3.32%,4.05%,2,683
2011-10-17,一,18900,19150,18651,18855,2.41%,2.71%,1,662
2011-10-18,二,18800,19200,18549,19163,1.63%,3.45%,2,154
2011-10-19,三,19001,19149,18600,18647,-2.69%,2.86%,1,616
2011-10-20,四,18550,18700,17900,18150,-2.67%,4.29%,2,549
2011-10-24,一,19000,20162,18790,20015,10.28%,7.56%,3,984
2011-10-25,二,,20300,19649,19764,-1.25%,3.25%,3,508
2011-10-27,四,19275,20148,19275,19900,0.69%,4.42%,2,588
2011-10-31,一,19500,19666,19252,19650,-1.26%,2.08%,1,487
2011-11-01,二,19690,19700,18550,18600,-5.34%,5.85%,2,912
2011-11-02,三,18700,19080,18350,18480,-0.65%,3.92%,2,229
2011-11-03,四,18600,18826,18197,18425,-0.30%,3.40%,2,437
2011-11-04,五,18500,18925,18500,18877,2.45%,2.31%,1,741
2011-11-07,一,18800,18805,18530,18625,-1.33%,1.46%,0
2011-11-08,二,18700,18775,18352,18581,-0.24%,2.27%,0
2011-11-09,三,18675,18775,18025,18050,-2.86%,4.04%,0
2011-11-10,四,18165,18282,17850,18178,0.71%,2.39%,0
2011-11-11,五,18250,18452,18032,18211,0.18%,2.31%,1,342
2011-11-14,一,18252,18550,17650,17663,-3.01%,4.94%,0
2011-11-15,二,17700,17999,17552,17575,-0.50%,2.53%,0
2011-11-16,三,17725,18155,17490,18150,3.27%,3.78%,0
2011-11-17,四,17950,18100,17725,17813,-1.86%,2.07%,1,744
2011-11-18,五,17810,18160,17670,17754,-0.33%,2.75%,1,870
2011-11-21,一,17745,17800,17431,17800,0.26%,2.08%,0
2011-11-22,二,17766,17965,17550,17642,-0.89%,2.33%,0
2011-11-23,三,17660,17700,17005,17205,-2.48%,3.94%,0
2011-11-25,五,17075,17189,16825,16938,-1.55%,2.12%,1,995
2011-11-28,一,17000,17450,17000,17275,1.99%,2.66%,1,945
2011-11-29,二,17180,17440,16940,17100,-1.01%,2.89%,2,237
2011-11-30,三,17150,18100,16550,17407,1.80%,9.06%,5,200
2011-12-01,四,17500,17500,16600,16795,-3.52%,5.17%,3,050
2011-12-02,五,16900,17850,16680,17650,5.09%,6.97%,3,023
2011-12-05,一,17750,18480,17550,18368,4.07%,5.27%,4,099
2011-12-06,二,18220,18500,17950,18386,0.10%,2.99%,3,056
2011-12-07,三,18320,18589,17940,18000,-2.10%,3.53%,2,015
2011-12-08,四,18100,18534,17965,18240,1.33%,3.16%,3,129
2011-12-09,五,18150,18675,18045,18650,2.25%,3.45%,1,951
2011-12-12,一,18550,18550,18080,18300,-1.88%,2.52%,2,285
2011-12-13,二,18390,18511,18092,18225,-0.41%,2.29%,1,912
2011-12-14,三,18239,18239,17423,17470,-4.14%,4.48%,2,758
2011-12-15,四,17550,18049,17326,17900,2.46%,4.14%,2,463
2011-12-16,五,17875,18625,17813,18510,3.41%,4.54%,3,019
2011-12-19,一,18510,18580,18050,18412,-0.53%,2.86%,2,240
2011-12-20,二,18351,18999,18350,18851,2.38%,3.52%,3,407
2011-12-21,三,18920,19069,18537,18945,0.50%,2.82%,2,031
2011-12-22,四,18920,18999,18600,18615,-1.74%,2.11%,1,562
2011-12-23,五,18700,18850,18512,18570,-0.24%,1.82%,1,326
2011-12-28,三,18590,18590,17810,17840,-3.93%,4.20%,1,814
2011-12-29,四,17840,18193,17750,18121,1.58%,2.48%,1,533
2011-12-30,五,18155,18650,18110,18620,2.75%,2.98%,1,374
2012-01-03,二,18715,18950,18331,18924,1.63%,3.32%,2,484
2012-01-04,三,18950,18950,18475,18775,-0.79%,2.51%,2,175
2012-01-05,四,18800,18800,18450,18600,-0.93%,1.86%,1,500
2012-01-06,五,18700,18924,18490,18755,0.83%,2.33%,1,681
2012-01-09,一,18601,19118,18500,19070,1.68%,3.30%,3,013
2012-01-10,二,19001,19540,18900,19480,2.15%,3.36%,3,165
2012-01-11,三,19400,19679,19150,19440,-0.21%,2.72%,2,792
2012-01-12,四,19380,19950,19350,19700,1.34%,3.09%,5,019
2012-01-13,五,19550,19900,19251,19475,-1.14%,3.29%,3,168
2012-01-16,一,19475,19590,19176,19325,-0.77%,2.13%,1,410
2012-01-17,二,19450,19665,19420,19475,0.78%,1.27%,1,772
2012-01-18,三,19475,19630,19255,19560,0.44%,1.93%,2,019
2012-01-19,四,19620,20251,19551,20220,3.37%,3.58%,2,791
2012-01-20,五,20250,20635,20145,20481,1.29%,2.42%,2,847
2012-01-23,一,20440,20755,20275,20400,-0.40%,2.34%,2,458
2012-01-24,二,20250,20633,20225,20595,0.96%,2.00%,2,155
2012-01-25,三,20625,21220,20533,21160,2.74%,3.34%,2,861
2012-01-26,四,21200,21680,20965,21559,1.89%,3.38%,2,725
2012-01-27,五,21550,21788,21270,21702,0.66%,2.40%,2,699
2012-01-30,一,21653,21653,21250,21275,-1.97%,1.86%,2,601
2012-01-31,二,21320,21499,20630,20737,-2.53%,4.08%,3,608
2012-02-01,三,20710,21150,20549,21039,1.46%,2.90%,4,093
2012-02-02,四,21085,21320,20611,20900,-0.66%,3.37%,3,320
2012-02-03,五,20850,21455,20781,21306,1.94%,3.22%,2,352
2012-02-06,一,21287,21672,21025,21600,1.38%,3.04%,2,178
2012-02-07,二,21550,21775,21266,21715,0.53%,2.36%,2,920
2012-02-08,三,21715,22150,21507,21547,-0.77%,2.96%,3,214
2012-02-09,四,21550,22050,21215,21700,0.71%,3.88%,3,573
2012-02-10,五,21700,21700,20640,20800,-4.15%,4.88%,3,380
2012-02-13,一,20800,21097,20500,20633,-0.80%,2.87%,3,065
2012-02-14,二,20660,20780,20056,20109,-2.54%,3.51%,3,536
2012-02-15,三,20200,20450,20000,20201,0.46%,2.24%,3,329
2012-02-16,四,20100,20100,19764,19990,-1.04%,1.66%,2,864
2012-02-17,五,20000,20300,19410,19580,-2.05%,4.45%,3,586
2012-02-20,一,19879,20050,19525,19990,2.09%,2.68%,1,774
2012-02-21,二,19920,20475,19800,20400,2.05%,3.38%,2,997
2012-02-22,三,20400,20519,20060,20204,-0.96%,2.25%,2,371
2012-02-23,四,20130,20290,19900,20023,-0.90%,1.93%,1,964
2012-02-24,五,20100,20260,19761,20150,0.63%,2.49%,2,335
2012-02-27,一,20175,20300,19880,20132,-0.09%,2.08%,1,829
2012-02-28,二,20150,20360,19720,19850,-1.40%,3.18%,2,786
2012-02-29,三,19925,20244,19150,19466,-1.93%,5.51%,4,461
2012-03-01,四,19362,19935,19362,19690,1.15%,2.94%,3,307
2012-03-02,五,19695,19815,19242,19598,-0.47%,2.91%,2,497
2012-03-05,一,19550,19600,19050,19099,-2.55%,2.81%,2,776
2012-03-06,二,19100,19190,18628,18690,-2.14%,2.94%,3,454
2012-03-07,三,18750,19097,18670,19065,2.01%,2.28%,3,012
2012-03-08,四,19021,19275,18775,18775,-1.52%,2.62%,2,805
2012-03-09,五,18775,19340,18775,19255,2.56%,3.01%,2,803
2012-03-12,一,19340,19340,19000,19248,-0.04%,1.77%,2,069
2012-03-13,二,19275,19580,19250,19536,1.50%,1.71%,2,058
2012-03-14,三,19451,19590,19350,19528,-0.04%,1.23%,1,926
2012-03-15,四,19450,19522,19180,19360,-0.86%,1.75%,2,516
2012-03-16,五,19350,19430,18920,18980,-1.96%,2.63%,2,351
2012-03-19,一,19050,19100,18775,19023,0.23%,1.71%,2,323
2012-03-20,二,19050,19100,18770,19005,-0.09%,1.73%,2,152
2012-03-21,三,19025,19080,18780,18808,-1.04%,1.58%,1,900
2012-03-22,四,18850,18880,18266,18419,-2.07%,3.26%,3,523
2012-03-23,五,18450,18600,18144,18225,-1.05%,2.48%,3,336
2012-03-26,一,18250,18506,18150,18253,0.15%,1.95%,2,587
2012-03-27,二,18281,18419,17781,17800,-2.48%,3.50%,3,717
2012-03-28,三,17845,17960,17520,17648,-0.85%,2.47%,3,926
2012-03-29,四,17650,17725,17134,17232,-2.36%,3.35%,4,482
2012-03-30,五,17295,17860,17295,17840,3.53%,3.28%,4,363
2012-04-02,一,17900,18400,17808,18250,2.30%,3.32%,3,815
2012-04-03,二,18232,18701,18143,18200,-0.27%,3.06%,3,835
2012-04-04,三,18150,18310,17817,17965,-1.29%,2.71%,3,812
2012-04-05,四,17800,18400,17668,18306,1.90%,4.07%,2,752
2012-04-10,二,18104,18230,17760,18001,-1.67%,2.57%,2,967
2012-04-11,三,18050,18194,17831,18109,0.60%,2.02%,2,158
2012-04-12,四,18150,18670,18050,18647,2.97%,3.42%,3,037
2012-04-13,五,18700,18700,18150,18326,-1.72%,2.95%,2,907
2012-04-16,一,18225,18285,17498,17727,-3.27%,4.29%,3,639
2012-04-17,二,17750,17975,17662,17811,0.47%,1.77%,2,097
2012-04-18,三,17850,17950,17650,17721,-0.51%,1.68%,2,842
2012-04-19,四,17683,17825,17597,17636,-0.48%,1.29%,2,630
2012-04-20,五,17650,17990,17645,17874,1.35%,1.96%,1,914
2012-04-23,一,17770,17800,17500,17570,-1.70%,1.68%,2,433
2012-04-24,二,17600,17780,17388,17490,-0.46%,2.23%,2,531
2012-04-25,三,17510,17727,17480,17640,0.86%,1.41%,2,761
2012-04-26,四,17650,18275,17640,18250,3.46%,3.60%,3,523
2012-04-27,五,18201,18434,18087,18199,-0.28%,1.90%,2,728
2012-04-30,一,18200,18310,17720,17880,-1.75%,3.24%,2,558
2012-05-01,二,17950,18050,17531,17760,-0.67%,2.90%,2,319
2012-05-02,三,17795,17864,17285,17350,-2.31%,3.26%,4,319
2012-05-03,四,17285,17550,17285,17395,0.26%,1.53%,3,873
2012-05-04,五,17365,17624,17320,17583,1.08%,1.75%,2,799
2012-05-08,二,17700,17700,17151,17360,-1.27%,3.12%,3,946
2012-05-09,三,17405,17418,17070,17260,-0.58%,2.00%,3,048
2012-05-10,四,17250,17361,17054,17180,-0.46%,1.78%,2,481
2012-05-11,五,17160,17250,17005,17115,-0.38%,1.43%,2,081
2012-05-14,一,17195,17300,16890,16946,-0.99%,2.40%,2,523
2012-05-15,二,16910,17080,16840,17047,0.60%,1.42%,2,393
2012-05-16,三,17000,17230,16770,16960,-0.51%,2.70%,3,343
2012-05-17,四,16965,17220,16900,17133,1.02%,1.89%,2,182
2012-05-18,五,17105,17279,16801,16835,-1.74%,2.79%,2,623
2012-05-21,一,16850,17185,16800,17170,1.99%,2.29%,2,568
2012-05-22,二,17200,17213,16899,16940,-1.34%,1.83%,1,939
2012-05-23,三,16900,16960,16720,16756,-1.09%,1.42%,3,011
2012-05-24,四,16791,17090,16790,16950,1.16%,1.79%,2,476
2012-05-25,五,17095,17108,16955,17059,0.64%,0.90%,1,660
2012-05-28,一,17075,17167,16975,16998,-0.36%,1.13%,861
2012-05-29,二,17000,17120,16538,16640,-2.11%,3.42%,2,935
2012-05-30,三,16650,16700,16170,16340,-1.80%,3.19%,4,091
2012-05-31,四,16260,16500,16225,16358,0.11%,1.68%,3,439
2012-06-01,五,16385,16400,16020,16075,-1.73%,2.32%,2,875
2012-06-06,三,16050,16345,15980,16160,0.53%,2.27%,3,460
2012-06-07,四,16150,16630,16019,16630,2.91%,3.78%,3,267
2012-06-08,五,16576,16899,16207,16819,1.14%,4.16%,4,138
2012-06-11,一,16974,17300,16821,17253,2.58%,2.85%,3,641
2012-06-12,二,17200,17416,16958,17085,-0.97%,2.65%,3,666
2012-06-13,三,17145,17293,16915,17026,-0.35%,2.21%,2,169
2012-06-14,四,17030,17125,16635,16740,-1.68%,2.88%,2,733
2012-06-15,五,16750,16900,16590,16850,0.66%,1.85%,2,548
2012-06-18,一,16900,17040,16640,16660,-1.13%,2.37%,1,860
2012-06-19,二,16650,17100,16550,17080,2.52%,3.30%,2,775
2012-06-20,三,17050,17220,16930,17097,0.10%,1.70%,3,213
2012-06-21,四,17010,17010,16400,16459,-3.73%,3.57%,3,734
2012-06-22,五,16475,16630,16105,16561,0.62%,3.19%,2,890
2012-06-25,一,16629,16689,16225,16410,-0.91%,2.80%,1,992
2012-06-26,二,16445,16495,16165,16304,-0.65%,2.01%,2,398
2012-06-27,三,16330,16365,16169,16283,-0.13%,1.20%,1,997
2012-06-28,四,16300,16530,16130,16220,-0.39%,2.46%,4,225
2012-06-29,五,16325,16830,16325,16799,3.57%,3.11%,3,499
2012-07-02,一,16650,16766,16600,16730,-0.41%,0.99%,1,952
2012-07-03,二,16706,17390,16706,17220,2.93%,4.09%,4,701
2012-07-04,三,17274,17282,16925,16985,-1.36%,2.07%,2,026
2012-07-05,四,16950,17180,16661,16735,-1.47%,3.06%,3,430
2012-07-06,五,16750,16775,16200,16260,-2.84%,3.44%,3,582
2012-07-09,一,16280,16420,16235,16370,0.68%,1.14%,1,865
2012-07-10,二,16349,16419,16050,16077,-1.79%,2.25%,2,584
2012-07-11,三,16072,16290,16050,16165,0.55%,1.49%,3,114
2012-07-12,四,16120,16179,15770,15890,-1.70%,2.53%,4,363
2012-07-13,五,15815,16330,15800,16200,1.95%,3.34%,2,959
2012-07-16,一,16155,16231,16010,16176,-0.15%,1.36%,1,717
2012-07-17,二,16200,16278,16025,16091,-0.53%,1.56%,2,203
2012-07-18,三,16150,16170,15955,16077,-0.09%,1.34%,1,743
2012-07-19,四,16062,16310,16062,16135,0.36%,1.54%,2,613
2012-07-20,五,16158,16158,15883,15920,-1.33%,1.70%,2,112
2012-07-23,一,15950,15953,15450,15600,-2.01%,3.16%,3,308
2012-07-24,二,15689,15750,15470,15713,0.72%,1.79%,2,728
2012-07-25,三,15611,16020,15520,15963,1.59%,3.18%,3,274
2012-07-26,四,15901,16195,15783,15866,-0.61%,2.58%,2,439
2012-07-27,五,15980,16075,15830,15990,0.78%,1.54%,1,942
2012-07-30,一,15990,16232,15841,16162,1.08%,2.45%,3,332
2012-07-31,二,16200,16200,15800,15812,-2.17%,2.47%,2,984
2012-08-01,三,15850,15909,15553,15592,-1.39%,2.25%,2,760
2012-08-02,四,15600,15688,15236,15317,-1.76%,2.90%,3,400
2012-08-03,五,15281,15723,15281,15600,1.85%,2.89%,2,504
2012-08-06,一,15620,15790,15516,15720,0.77%,1.76%,1,361
2012-08-07,二,15730,15875,15626,15799,0.50%,1.58%,2,011
2012-08-08,三,15750,15770,15540,15667,-0.84%,1.46%,1,922
2012-08-09,四,15670,15734,15487,15520,-0.94%,1.58%,2,159
2012-08-10,五,15520,15555,15250,15327,-1.24%,1.97%,2,521
2012-08-13,一,15302,15423,15247,15361,0.22%,1.15%,2,096
2012-08-14,二,15382,15640,15342,15481,0.78%,1.94%,2,610
2012-08-15,三,15525,15535,15260,15301,-1.16%,1.78%,1,229
2012-08-16,四,15389,15572,15268,15553,1.65%,1.99%,1,025
2012-08-17,五,15540,15695,15383,15640,0.56%,2.01%,2,466
2012-08-20,一,15615,15615,15381,15560,-0.51%,1.50%,1,461
2012-08-21,二,15560,15910,15495,15825,1.70%,2.67%,3,292
2012-08-22,三,15825,16109,15805,16061,1.49%,1.92%,3,396
2012-08-23,四,16098,16480,15976,16338,1.72%,3.14%,2,541
2012-08-24,五,16325,16550,16201,16489,0.92%,2.14%,5,086
2012-08-28,二,16375,16450,16200,16290,-1.21%,1.52%,2,506
2012-08-29,三,16300,16425,16150,16299,0.06%,1.69%,3,009
2012-08-30,四,16251,16465,16005,16015,-1.74%,2.82%,2,660
2012-08-31,五,16074,16115,15810,16050,0.22%,1.90%,4,662
2012-09-03,一,16000,16290,15950,16200,0.93%,2.12%,2,477
2012-09-04,二,16052,16288,15950,16006,-1.20%,2.09%,2,340
2012-09-05,三,16006,16115,15825,16071,0.41%,1.81%,3,515
2012-09-06,四,16071,16373,16010,16071,0.00%,2.26%,2,468
2012-09-07,五,16001,16510,16001,16428,2.22%,3.17%,5,134
2012-09-10,一,16401,16850,16401,16750,1.96%,2.73%,5,582
2012-09-11,二,16750,16889,16500,16783,0.20%,2.32%,4,062
2012-09-12,三,16767,17015,16505,16650,-0.79%,3.04%,4,076
2012-09-13,四,16775,17010,16574,16974,1.95%,2.62%,1,811
2012-09-14,五,16980,17876,16921,17775,4.72%,5.63%,7,497
2012-09-17,一,17800,18236,17680,18099,1.82%,3.13%,5,991
2012-09-18,二,18025,18174,17700,17700,-2.20%,2.62%,5,756
2012-09-19,三,17780,18170,17730,17756,0.32%,2.49%,3,824
2012-09-20,四,17691,17913,17502,17875,0.67%,2.31%,4,481
2012-09-21,五,17899,18225,17896,18128,1.42%,1.84%,4,367
2012-09-24,一,17956,18095,17800,18000,-0.71%,1.63%,2,736
2012-09-25,二,18040,18425,18040,18400,2.22%,2.14%,3,573
2012-09-26,三,18250,18400,17910,18048,-1.91%,2.66%,4,520
2012-09-27,四,18100,18405,17922,18387,1.88%,2.68%,3,636
2012-09-28,五,18400,18675,18400,18400,0.07%,1.50%,3,317
2012-10-01,一,18401,18817,18050,18800,2.17%,4.17%,4,146
2012-10-02,二,18730,18920,18280,18500,-1.60%,3.40%,3,965
2012-10-03,三,18400,18692,18400,18542,0.23%,1.58%,2,831
2012-10-04,四,18501,18813,18421,18700,0.85%,2.11%,2,788
2012-10-05,五,18675,18718,18225,18322,-2.02%,2.64%,2,789
2012-10-08,一,18265,18343,17950,18073,-1.36%,2.14%,2,980
2012-10-09,二,18076,18275,17861,17959,-0.63%,2.29%,2,690
2012-10-10,三,17910,17930,17639,17650,-1.72%,1.62%,3,765
2012-10-11,四,17650,17800,17575,17665,0.08%,1.27%,1,754
2012-10-12,五,17665,17745,17087,17162,-2.85%,3.72%,5,343
2012-10-16,二,17127,17275,16817,16876,-1.67%,2.67%,3,399
2012-10-17,三,16975,17175,16805,17140,1.56%,2.19%,2,870
2012-10-18,四,17179,17350,17153,17331,1.11%,1.15%,2,716
2012-10-22,一,16875,17000,16584,16605,-4.19%,2.40%,3,893
2012-10-23,二,16699,16704,16139,16412,-1.16%,3.40%,3,987
2012-10-24,三,16400,16430,16250,16391,-0.13%,1.10%,1,593
2012-10-25,四,16400,16561,16142,16183,-1.27%,2.56%,2,935
2012-10-26,五,16200,16276,15905,16050,-0.82%,2.29%,3,851
2012-10-29,一,16050,16125,15758,15950,-0.62%,2.29%,3,360
2012-10-30,二,15966,16145,15860,16097,0.92%,1.79%,0
2012-10-31,三,16100,16400,16070,16162,0.40%,2.05%,3,517
2012-11-01,四,16200,16480,16200,16354,1.19%,1.73%,3,361
2012-11-02,五,16401,16410,15932,15964,-2.38%,2.92%,3,247
2012-11-05,一,16001,16030,15760,15979,0.09%,1.69%,3,170
2012-11-06,二,15925,16180,15925,16180,1.26%,1.60%,2,582
2012-11-07,三,16125,16434,15860,15992,-1.16%,3.55%,0
2012-11-08,四,15992,16176,15873,16153,1.01%,1.89%,2,121
2012-11-09,五,16200,16247,15915,16010,-0.89%,2.06%,2,946
2012-11-12,一,16045,16093,15920,16070,0.37%,1.08%,2,025
2012-11-13,二,16030,16250,15850,16050,-0.12%,2.49%,0
2012-11-14,三,16049,16272,16000,16171,0.75%,1.69%,0
2012-11-15,四,16101,16179,15925,15976,-1.21%,1.57%,0
2012-11-16,五,15990,16124,15800,16010,0.21%,2.03%,3,817
2012-11-19,一,16060,16462,16060,16420,2.56%,2.51%,4,046
2012-11-20,二,16420,16698,16365,16540,0.73%,2.03%,4,164
2012-11-21,三,16510,16688,16350,16652,0.68%,2.04%,3,804
2012-11-22,四,16679,16830,16530,16530,-0.73%,1.80%,0
2012-11-23,五,16600,16755,16503,16626,0.58%,1.52%,2,239
2012-11-26,一,16649,16775,16456,16577,-0.29%,1.92%,0
2012-11-27,二,16551,16936,16550,16910,2.01%,2.33%,3,850
2012-11-28,三,16920,17110,16805,16960,0.30%,1.80%,0
2012-11-29,四,16965,17350,16900,17004,0.26%,2.65%,0
2012-11-30,五,17050,17600,17030,17525,3.06%,3.35%,5,931
2012-12-03,一,17550,17720,17490,17495,-0.17%,1.31%,4,624
2012-12-04,二,17547,17547,17300,17499,0.02%,1.41%,4,010
2012-12-05,三,17440,17595,17391,17560,0.35%,1.17%,3,361
2012-12-06,四,17560,17628,17150,17185,-2.14%,2.72%,3,676
2012-12-07,五,17199,17285,17055,17225,0.23%,1.34%,2,470
2012-12-10,一,17290,17867,17262,17820,3.45%,3.51%,5,055
2012-12-11,二,17780,17840,17671,17771,-0.27%,0.95%,2,545
2012-12-12,三,17795,17910,17702,17770,-0.01%,1.17%,2,573
2012-12-13,四,17700,17745,17450,17650,-0.68%,1.66%,2,702
2012-12-14,五,17600,17900,17599,17832,1.03%,1.71%,2,346
2012-12-17,一,17811,17900,17610,17720,-0.63%,1.63%,1,727
2012-12-18,二,17749,17913,17660,17758,0.21%,1.43%,2,876
2012-12-19,三,17780,17835,17460,17800,0.24%,2.11%,4,284
2012-12-20,四,17763,17763,17304,17475,-1.83%,2.58%,3,935
2012-12-21,五,17500,17600,17360,17404,-0.41%,1.37%,2,273
2012-12-24,一,17470,17470,17168,17315,-0.51%,1.74%,1,607
2012-12-27,四,17325,17500,17192,17299,-0.09%,1.78%,2,277
2012-12-28,五,17365,17365,17090,17158,-0.82%,1.59%,2,390
2012-12-31,一,17200,17290,17040,17110,-0.28%,1.46%,1,413
2013-01-02,三,17200,17720,17150,17686,3.37%,3.33%,3,766
2013-01-03,四,17616,17880,17450,17510,-1.00%,2.43%,3,335
2013-01-04,五,17500,17625,17285,17451,-0.34%,1.94%,3,271
2013-01-07,一,17453,17510,17195,17313,-0.79%,1.81%,2,110
2013-01-09,三,17330,17592,17300,17493,1.04%,1.69%,2,193
2013-01-10,四,17500,17700,17390,17488,-0.03%,1.77%,3,180
2013-01-11,五,17500,17585,17365,17561,0.42%,1.26%,2,510
2013-01-14,一,17565,17653,17260,17335,-1.29%,2.24%,2,724
2013-01-15,二,17340,17575,17150,17510,1.01%,2.45%,3,737
2013-01-16,三,17501,17626,17332,17405,-0.60%,1.68%,2,682
2013-01-17,四,17440,17607,17360,17600,1.12%,1.42%,2,303
2013-01-18,五,17600,17722,17500,17560,-0.23%,1.26%,2,888
2013-01-21,一,17600,17600,17375,17430,-0.74%,1.28%,1,249
2013-01-22,二,17425,17550,17322,17492,0.36%,1.31%,2,313
2013-01-23,三,17524,17630,17445,17510,0.10%,1.06%,1,019
2013-01-24,四,17500,17540,17325,17340,-0.97%,1.23%,2,554
2013-01-25,五,17414,17470,17270,17368,0.16%,1.15%,2,623
2013-01-28,一,17342,17635,17342,17575,1.19%,1.69%,2,663
2013-01-29,二,17580,17870,17540,17829,1.45%,1.88%,3,726
2013-01-30,三,17850,18385,17800,18327,2.79%,3.28%,6,582
2013-01-31,四,18305,18594,18265,18398,0.39%,1.80%,6,027
2013-02-01,五,18329,18650,18300,18639,1.31%,1.90%,3,159
2013-02-04,一,18622,18770,18550,18650,0.06%,1.18%,2,563
2013-02-05,二,18617,18760,18475,18743,0.50%,1.53%,3,316
2013-02-06,三,18720,18765,18310,18350,-2.10%,2.43%,2,850
2013-02-07,四,18353,18365,18130,18140,-1.14%,1.28%,3,008
2013-02-08,五,18150,18365,18149,18325,1.02%,1.19%,1,277
2013-02-11,一,18389,18391,18157,18234,-0.50%,1.28%,1,605
2013-02-12,二,18210,18368,18121,18301,0.37%,1.35%,1,508
2013-02-13,三,18320,18495,18310,18395,0.51%,1.01%,1,846
2013-02-14,四,18381,18480,18197,18272,-0.67%,1.54%,1,660
2013-02-15,五,18285,18383,18175,18321,0.27%,1.14%,1,871
2013-02-18,一,18387,18387,17816,17940,-2.08%,3.12%,4,164
2013-02-19,二,17940,17980,17350,17449,-2.74%,3.51%,5,818
2013-02-20,三,17445,17540,16970,17057,-2.25%,3.27%,2,980
2013-02-21,四,17000,17037,16600,16750,-1.80%,2.56%,7,004
2013-02-22,五,16775,17050,16619,16947,1.18%,2.57%,5,887
2013-02-25,一,16900,16978,16688,16714,-1.37%,1.71%,3,932
2013-02-26,二,16705,16768,16465,16728,0.08%,1.81%,4,900
2013-02-27,三,16778,16850,16640,16745,0.10%,1.26%,2,543
2013-02-28,四,16800,16861,16605,16605,-0.84%,1.53%,4,732
2013-03-01,五,16650,16775,16372,16635,0.18%,2.43%,4,622
2013-03-04,一,16655,16739,16491,16543,-0.55%,1.49%,2,770
2013-03-05,二,16560,16710,16493,16673,0.79%,1.31%,3,159
2013-03-06,三,16680,16740,16532,16550,-0.74%,1.25%,2,275
2013-03-07,四,16570,16724,16550,16610,0.36%,1.05%,2,113
